backbone_id	n_train_macro_regions	n_test_macro_regions	n_new_macro_regions	new_macro_regions	macro_region_jump_label	n_train_host_families	n_test_host_families	n_new_host_families	new_host_families	host_family_jump_label	n_train_host_orders	n_test_host_orders	n_new_host_orders	new_host_orders	host_order_jump_label	weighted_new_country_burden	rarity_weighted_new_country_burden	n_new_countries_recomputed
AE423	0	1	1	North America		0	1	1	Erwiniaceae		0	1	1	Enterobacterales		0.04693232544639321	0.7843230403800475	1
AE420	0	1	1	North America		0	1	1	Erwiniaceae		0	1	1	Enterobacterales		0.04693232544639321	0.7843230403800475	1
AC864	0	4	4	Asia,Europe,Latin America and Caribbean,North America		0	1	1	Morganellaceae		0	1	1	Enterobacterales		0.7287605137177926	7.438469673029481	8
AE419	0	1	1	North America		0	1	1	Erwiniaceae		0	1	1	Enterobacterales		0.04693232544639321	0.7843230403800475	1
AE422	0	1	1	North America		0	1	1	Erwiniaceae		0	1	1	Enterobacterales		0.04693232544639321	0.7843230403800475	1
AE424	0	1	1	North America		0	1	1	Erwiniaceae		0	1	1	Enterobacterales		0.04693232544639321	0.7843230403800475	1
AC588	0	3	3	Asia,Europe,North America		1	1	0			1	1	0			0.21801843713440355	3.6806867189181527	4
AC627	2	5	3	Asia,Latin America and Caribbean,North America		1	2	1	Streptococcaceae		1	2	1	Lactobacillales		1.6876464233255208	13.38733391117231	14
AA848	4	6	2	Africa,Asia		1	2	1	Enterococcaceae		1	2	1	Lactobacillales		1.9732882085026024	7.643985642892163	8
AF901	0	1	1	Asia		0	1	1	Paracoccaceae		0	1	1	Rhodobacterales		0.06063390625908324	0.8707838479809976	1
AD663	0	1	1	North America		0	2	2	Comamonadaceae,Mycobacteriaceae		0	2	2	Burkholderiales,Mycobacteriales		0.02600254837461719	0.8213552361396304	1
AC320	2	4	2	Asia,Latin America and Caribbean	1.0	1	3	2	Bacteroidaceae,Helicobacteraceae	1.0	1	2	1	Bacteroidales	1.0	0.969206143879317	10.329493177306704	11
AC540	1	2	2	Asia,Europe	1.0	0	7	7	Aeromonadaceae,Comamonadaceae,Enterobacteriaceae,Morganellaceae,Pseudomonadaceae,Roseobacteraceae,Vibrionaceae	1.0	0	6	6	Aeromonadales,Burkholderiales,Enterobacterales,Pseudomonadales,Rhodobacterales,Vibrionales	1.0	0.35721542153119046	4.537947252544027	5
AD572	1	2	1	Asia	1.0	1	1	0		0.0	1	1	0		0.0	0.7698404785727604	4.959838450834415	5
AB284	0	1	1	North America		1	1	0			1	1	0			0.02333800140046683	0.8258064516129032	1
AB285	1	0	0		0.0	1	0	0		0.0	1	0	0		0.0	0.0	0.0	0
AD058	1	3	2	Asia,North America	1.0	3	6	3	Flammeovirgaceae,Lachnospiraceae,Staphylococcaceae	1.0	1	4	3	Bacillales,Cytophagales,Lachnospirales	1.0	0.41485644856745657	7.3245032447740765	8
AD157	0	4	4	Asia,Europe,North America,Oceania		1	1	0			1	1	0			0.4924315360002815	6.300716343311829	7
AB325	0	2	2	Europe,North America		0	1	1	Streptococcaceae		0	1	1	Lactobacillales		0.21431356320220657	1.8122277535904567	2
AA558	0	3	3	Asia,Europe,North America		1	1	0			1	1	0			0.14790750336612934	3.512813799917522	4
AC813	0	1	1	Europe		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.07647191129018725	0.8916349809885932	1
AB794	0	2	2	Asia,North America		0	1	1	Lactobacillaceae		0	1	1	Lactobacillales		0.22048442736785137	2.671472772554572	3
AG287	0	2	2	Asia,Latin America and Caribbean		0	1	1	Roseobacteraceae		0	1	1	Rhodobacterales		0.4506577369478616	1.944398220555558	2
AG282	0	2	2	Asia,Latin America and Caribbean		0	1	1	Roseobacteraceae		0	1	1	Rhodobacterales		0.47293503291556727	2.7276616388625388	3
AE983	0	2	2	Asia,Latin America and Caribbean		0	1	1	Roseobacteraceae		0	1	1	Rhodobacterales		0.4506577369478616	1.944398220555558	2
AG742	0	3	3	Asia,Europe,Latin America and Caribbean		0	2	2	Burkholderiaceae,Roseobacteraceae		0	2	2	Burkholderiales,Rhodobacterales		0.5416365893826359	3.7217560346002316	4
AF315	0	2	2	Asia,Europe		1	1	1	Methylobacteriaceae		1	1	1	Hyphomicrobiales		0.11326811848335305	1.6700953336678375	2
AE383	0	2	2	Asia,North America		0	6	6	Acetobacteraceae,Bacteroidaceae,Coriobacteriaceae,Devosiaceae,Moraxellaceae,Oscillospiraceae		0	6	6	Bacteroidales,Coriobacteriales,Eubacteriales,Hyphomicrobiales,Moraxellales,Rhodospirillales		0.4395657330025495	3.531308105484615	4
AB090	0	1	1	Europe		0	1	1	Sphingomonadaceae		0	1	1	Sphingomonadales		0.4082482904638631	0.9971496437054632	1
AE306	0	1	1	Asia		1	1	0			1	1	0			0.01613953224762664	0.6789596922562302	1
AB087	0	2	2	Latin America and Caribbean,North America		0	2	2	Candidatus_Manganitrophaceae,Sphingomonadaceae		0	2	2	Candidatus_Troglogloeales,Sphingomonadales		0.6491460850513997	1.9804889555180476	2
AF747	1	4	3	Asia,Europe,Latin America and Caribbean	1.0	2	4	3	Alcaligenaceae,Enterobacteriaceae,Zoogloeaceae	1.0	2	4	2	Burkholderiales,Rhodocyclales	1.0	0.5801904160821162	5.408970550064544	6
AG389	1	1	1	Asia	1.0	1	2	2	Paracoccaceae,Pseudonocardiaceae	1.0	1	2	2	Pseudonocardiales,Rhodobacterales	1.0	0.019216561050602196	0.7430740037950665	1
AD352	0	3	3	Asia,Europe,North America		1	3	2	Comamonadaceae,Rhizobiaceae		1	3	2	Burkholderiales,Hyphomicrobiales		0.3944474605641287	4.410343921177759	5
AG108	1	2	2	Asia,North America	1.0	1	2	2	Haloferacaceae,Paracoccaceae	1.0	1	2	2	Halobacteriales,Rhodobacterales	1.0	0.06087718920437482	1.583065406639629	2
AD038	0	2	2	Asia,North America		1	1	0			1	1	0			0.23538790635971318	2.6952203216052384	3
AF475	0	1	1	Asia		0	2	2	Devosiaceae,Roseobacteraceae		0	2	2	Hyphomicrobiales,Rhodobacterales		0.01613953224762664	0.6789596922562302	1
AC995	0	1	1	Asia		0	1	1	Sphingomonadaceae		0	1	1	Sphingomonadales		0.10636731079483058	1.7875084198631472	2
AB088	0	1	1	Asia		0	1	1	Sphingomonadaceae		0	1	1	Sphingomonadales		0.15522252868327985	2.749894686759959	3
AG700	0	2	2	Asia,Europe		2	2	1	Nocardioidaceae		2	2	1	Propionibacteriales		0.23740734476579314	2.661258473860678	3
AA450	0	5	5	Asia,Europe,Latin America and Caribbean,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		2.0322795226037584	17.163629712761562	18
AE437	0	4	4	Asia,Europe,Middle East and West Asia,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		1.0350926602872736	6.540438798606225	7
AA404	0	5	5	Asia,Europe,Latin America and Caribbean,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.3686093439427073	5.384304546899271	6
AA406	0	6	6	Africa,Asia,Europe,Latin America and Caribbean,North America,Oceania		1	1	0			1	1	0			5.7528844298008455	24.145331524094097	25
AA829	0	1	1	North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.04181210050035454	0.7893186003683241	1
AA816	0	5	5	Asia,Europe,Middle East and West Asia,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.9581901516949625	11.022332402301478	12
AA945	0	3	3	Africa,Asia,Europe		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.4661312311801735	7.347902205910367	8
AA457	1	4	3	Asia,Europe,Oceania	1.0	1	2	1	Bacteroidaceae	1.0	1	2	1	Bacteroidales	1.0	1.2047823283241732	11.272579443362368	12
AF031	0	4	4	Asia,Europe,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.233050098064065	5.260912196046086	6
AD978	0	1	1	Asia		1	1	0			1	1	0			0.189410228346751	2.706277861153309	3
AE373	0	2	2	Asia,Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.2585553943192379	3.7039712093600174	4
AB336	0	1	1	Oceania		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.0642824346533225	0.9770398481973435	1
AC160	0	4	4	Asia,Europe,North America,Oceania		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.4217761733762099	4.662194334143893	5
AD731	0	4	4	Asia,Europe,North America,Oceania		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.17146115226249847	3.427889788329405	4
AD824	0	4	4	Asia,Europe,Latin America and Caribbean,North America		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.629293507079567	4.775202484145029	5
AE690	0	4	4	Asia,Europe,Latin America and Caribbean,North America		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.8465080088647713	7.364196897412686	8
AD642	0	3	3	Asia,Europe,Oceania		1	2	1	Lachnospiraceae		1	2	1	Lachnospirales		0.7784757520506362	7.519842223004691	8
AB409	0	2	2	Europe,North America		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.5791829624361804	2.819693316309703	3
AE027	0	2	2	Asia,Europe		1	1	0			1	1	0			0.8503971563769871	3.734836502690789	4
AD729	0	2	2	Asia,Latin America and Caribbean		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.3517703327683359	2.7757606164187063	3
AE377	0	1	1	Asia		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.14384219940423534	1.747019384063653	2
AF236	0	1	1	Asia		0	1	1	Moraxellaceae		0	1	1	Moraxellales		0.03706246583305506	0.8061251664447404	1
AC969	1	3	2	Africa,Latin America and Caribbean	1.0	1	1	0		0.0	1	1	0		0.0	0.5468279644038696	3.7250954096264395	4
AG446	1	4	3	Asia,Middle East and West Asia,North America	1.0	1	1	0		0.0	1	1	0		0.0	2.042978688864893	6.765243794436153	7
AH458	1	0	0		0.0	1	0	0		0.0	1	0	0		0.0	0.0	0.0	0
AD972	0	1	1	Asia		1	1	0			1	1	0			0.019216561050602196	0.7430740037950665	1
AD596	1	2	1	Asia	1.0	1	1	0		0.0	1	1	0		0.0	0.22565126401178082	2.934625889833976	3
AE046	0	3	3	Asia,Europe,North America		1	1	0			1	1	0			0.4638599127209963	4.622137822751441	5
AF250	1	3	2	Asia,Europe	1.0	1	1	0		0.0	1	1	0		0.0	0.15639131684723345	2.6344348998925073	3
AA275	2	7	5	Africa,Europe,Latin America and Caribbean,Middle East and West Asia,Oceania	1.0	1	3	2	Erwiniaceae,Phyllobacteriaceae	1.0	1	2	1	Hyphomicrobiales	1.0	6.335387891145168	32.16640153588347	33
AA021	0	3	3	Asia,Europe,North America		1	1	0			1	1	0			0.8626810597162542	9.208853039945769	10
AA458	0	5	5	Asia,Europe,Latin America and Caribbean,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.9690155106741531	6.408761214639973	7
AG167	0	4	4	Asia,Europe,Latin America and Caribbean,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.7314284944360456	5.710735098294147	6
AA122	0	5	5	Africa,Asia,Europe,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.7704943364270621	8.271618075536471	9
AA454	0	6	6	Africa,Asia,Europe,Middle East and West Asia,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		2.02712440936598	12.306141589926806	13
AA619	1	6	5	Africa,Asia,Europe,Latin America and Caribbean,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	7.234107680361084	37.98494789937281	39
AC288	0	3	3	Africa,Asia,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.22590699062957442	3.5484538624034974	4
AA277	0	6	6	Africa,Asia,Europe,Latin America and Caribbean,North America,Oceania		0	4	4	Deinococcaceae,Enterobacteriaceae,Haladaptataceae,Tsukamurellaceae		0	4	4	Deinococcales,Enterobacterales,Halobacteriales,Mycobacteriales		3.5677704298694315	24.880809309801656	26
AA996	5	5	1	Oceania		1	2	1	Pectobacteriaceae		1	1	0			2.2872511888505302	6.924758601381032	7
AA751	5	5	0			1	2	1	Enterobacteriaceae		1	1	0			1.8197566094995805	3.9498912718537094	4
AA902	4	4	0			1	1	0			1	1	0			1.303040246569038	3.920957207101639	4
AA927	0	2	2	Europe,North America		0	2	2	Paracoccaceae,Roseobacteraceae		0	1	1	Rhodobacterales		0.356498542600831	3.7797265650883243	4
AF516	0	0	0			1	0	0			1	0	0			0.0	0.0	0
AD387	0	2	2	Asia,Europe		0	1	1	Paracoccaceae		0	1	1	Rhodobacterales		0.16803314829119353	1.9112019872330022	2
AF474	0	3	3	Africa,Asia,North America		1	5	4	Gemmatimonadaceae,Methylobacteriaceae,Paracoccaceae,Rhizobiaceae		1	3	2	Gemmatimonadales,Hyphomicrobiales		0.5079118456430832	2.9068242861833777	3
AB920	0	2	2	Asia,North America		0	6	6	Aerococcaceae,Clostridiaceae,Enterobacteriaceae,Enterococcaceae,Planococcaceae,Streptococcaceae		0	4	4	Bacillales,Enterobacterales,Eubacteriales,Lactobacillales		0.10320533735785195	2.5311924516294804	3
AB530	0	3	3	Asia,Europe,North America		1	2	1	Oscillospiraceae		1	2	1	Eubacteriales		0.31985193150419144	5.407909108483632	6
AB685	2	7	5	Africa,Asia,Latin America and Caribbean,Middle East and West Asia,Oceania	1.0	2	3	2	Moraxellaceae,Yersiniaceae	1.0	2	2	1	Moraxellales	1.0	3.826635597141459	27.261632935070107	28
AA670	0	5	5	Africa,Asia,Europe,North America,Oceania		0	2	2	Enterobacteriaceae,Yersiniaceae		0	1	1	Enterobacterales		1.473110781287769	11.349797167921029	12
AD480	0	6	6	Africa,Asia,Europe,Latin America and Caribbean,North America,Oceania		1	3	2	Bacillaceae,Corynebacteriaceae		1	3	2	Bacillales,Mycobacteriales		2.2364360414803794	11.201943874399037	12
AA153	0	5	5	Africa,Asia,Europe,North America,Oceania		1	5	4	Bacillaceae,Corynebacteriaceae,Pseudomonadaceae,Yersiniaceae		1	4	3	Bacillales,Mycobacteriales,Pseudomonadales		1.3438001227472944	6.612956097899794	7
AA887	0	5	5	Africa,Asia,Europe,North America,Oceania		2	3	1	Vibrionaceae		1	2	1	Vibrionales		3.1031577050314727	21.951339957337577	23
AA190	0	4	4	Asia,Europe,Latin America and Caribbean,North America		1	1	0			1	1	0			0.8370937615607773	10.170636790109386	11
AB272	2	5	4	Africa,Asia,North America,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	3.315057034858392	17.31835011003724	18
AH133	0	0	0			1	0	0			1	0	0			0.0	0.0	0
AE720	0	1	1	Asia		1	1	0			1	1	0			0.04303314829119352	0.9347747312477352	1
AE100	0	0	0			0	0	0			0	0	0			0.0	0.0	0
AD891	1	2	2	Asia,North America	1.0	1	1	0		0.0	1	1	0		0.0	0.836251454187044	2.8125442710794175	3
AD579	0	6	6	Asia,Europe,Latin America and Caribbean,Middle East and West Asia,North America,Oceania		1	2	1	Haloferacaceae		1	2	1	Halobacteriales		2.029066880013267	11.285380941992514	12
AA337	0	5	5	Africa,Asia,Europe,North America,Oceania		1	2	1	Spirochaetaceae		1	2	1	Spirochaetales		1.7147984295828942	15.995093755363973	17
AA579	1	7	6	Africa,Asia,Europe,Latin America and Caribbean,Middle East and West Asia,Oceania	1.0	1	2	1	Aeromonadaceae	1.0	1	2	1	Aeromonadales	1.0	4.764132906169898	33.121684830906894	34
AD451	0	4	4	Asia,Europe,North America,Oceania		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.5056462718699167	7.419092307516477	8
AA321	0	2	2	Europe,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.3269139053847533	4.5106063702025665	5
AA476	0	3	3	Asia,Europe,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.4568546672584201	3.5177033502016855	4
AA176	2	7	5	Africa,Asia,Latin America and Caribbean,North America,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	4.488218136632405	25.059666364970408	26
AA525	2	5	3	Africa,North America,Oceania	1.0	1	3	2	Hafniaceae,Yersiniaceae	1.0	1	1	0		0.0	1.2054482910395157	12.549175724949338	13
AA334	0	6	6	Africa,Asia,Europe,Middle East and West Asia,North America,Oceania		1	1	0			1	1	0			2.1028892614516232	10.125949639799973	11
AA971	0	3	3	Asia,Europe,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.40147309569014256	6.3934966929221	7
AB440	0	3	3	Africa,Europe,North America		1	1	0			1	1	0			1.2094996988876614	4.420024227306468	5
AE928	0	6	6	Africa,Asia,Europe,Latin America and Caribbean,Middle East and West Asia,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		2.921384690579475	13.523011101742938	14
AB240	0	3	3	Asia,Europe,North America		1	1	0			1	1	0			0.24709383749417274	4.530616561343665	5
AA977	1	7	6	Africa,Asia,Europe,Latin America and Caribbean,Middle East and West Asia,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	3.2066250304778277	24.136388160452533	25
AB241	1	4	3	Asia,Latin America and Caribbean,North America	1.0	1	1	0		0.0	1	1	0		0.0	0.9386222708246622	11.285829023423116	12
AB687	1	6	5	Africa,Asia,Europe,Latin America and Caribbean,Oceania	1.0	1	2	1	Morganellaceae	1.0	1	1	0		0.0	1.8910914541499422	19.141031624552976	20
AC748	0	6	6	Africa,Asia,Europe,Latin America and Caribbean,North America,Oceania		1	1	0			1	1	0			5.13694541264665	34.933418383645005	36
AA979	0	6	6	Africa,Asia,Europe,Latin America and Caribbean,North America,Oceania		1	2	1	Morganellaceae		1	1	0			2.2730388587605592	19.98172098820542	21
AA324	1	7	6	Africa,Asia,Europe,Middle East and West Asia,North America,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	3.076753880134574	24.04930001237051	25
AA974	0	6	6	Africa,Asia,Europe,Latin America and Caribbean,North America,Oceania		1	1	0			1	1	0			1.9668905914531656	15.05706295924234	16
AC120	1	5	4	Africa,Asia,Latin America and Caribbean,North America	1.0	2	7	6	Aeromonadaceae,Desulfovibrionaceae,Morganellaceae,Pectobacteriaceae,Pseudomonadaceae,Sphingobacteriaceae	1.0	2	5	4	Aeromonadales,Desulfovibrionales,Pseudomonadales,Sphingobacteriales	1.0	2.8780195333728793	21.22974012255117	22
AA282	1	7	6	Africa,Europe,Latin America and Caribbean,Middle East and West Asia,North America,Oceania	1.0	1	1	0		0.0	1	1	0		0.0	3.8246657693717956	22.129850989741872	23
AD092	1	2	1	North America	1.0	2	1	1	Enterobacteriaceae	1.0	2	1	0		0.0	0.02333800140046683	0.8258064516129032	1
AA147	0	7	7	Africa,Asia,Europe,Latin America and Caribbean,Middle East and West Asia,North America,Oceania		1	1	0			1	1	0			1.9492187524705	20.66219029919799	22
AD158	1	6	5	Africa,Asia,Europe,North America,Oceania	1.0	1	2	1	Morganellaceae	1.0	1	1	0		0.0	1.3990537863866928	12.914321962442914	14
AA552	4	7	3	Africa,Middle East and West Asia,Oceania		2	6	5	Hafniaceae,Micrococcaceae,Morganellaceae,Pseudomonadaceae,Yersiniaceae		1	3	2	Micrococcales,Pseudomonadales		3.6261406406956795	20.57185987814122	21
AE235	0	3	3	Asia,Europe,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.6239947356292405	7.339541366516375	8
AC511	0	5	5	Africa,Asia,Europe,North America,Oceania		1	1	0			1	1	0			0.9970768445906247	7.737826067749115	8
AA735	0	5	5	Asia,Europe,Middle East and West Asia,North America,Oceania		1	1	0			1	1	0			1.397406238663656	15.147414270217105	16
AA942	0	3	3	Asia,Europe,North America		1	2	1	Yersiniaceae		1	1	0			1.4017940841718368	10.245909412396578	11
AA998	1	5	4	Europe,Latin America and Caribbean,North America,Oceania	1.0	1	2	1	Morganellaceae	1.0	1	1	0		0.0	3.452633825790225	22.037294536150227	23
AE334	2	4	3	Europe,Middle East and West Asia,North America	1.0	1	2	1	Streptococcaceae	1.0	1	2	1	Lactobacillales	1.0	0.5715274509054289	6.32764376611416	7
AB728	0	2	2	Asia,Oceania		1	2	1	Enterococcaceae		1	2	1	Lactobacillales		1.1061954317973746	2.765990800841103	3
AB633	0	5	5	Asia,Europe,Latin America and Caribbean,Middle East and West Asia,North America		0	1	1	Staphylococcaceae		0	1	1	Bacillales		0.7517440957259882	8.420650085880288	9
AD080	0	2	2	Asia,Europe		0	1	1	Bacillaceae		0	1	1	Bacillales		0.2750813157079023	3.6210624607332877	4
AD279	1	4	3	Asia,Europe,North America	1.0	1	1	0		0.0	1	1	0		0.0	0.7903002211194831	6.349489411121619	7
AC596	0	2	2	Asia,Europe		0	1	1	Moraxellaceae		0	1	1	Moraxellales		1.390615856426329	2.803887112189305	3
AB337	2	4	3	Asia,Europe,Latin America and Caribbean	1.0	1	1	0		0.0	1	1	0		0.0	1.552314955896698	9.526328786199333	10
AD350	1	3	2	Asia,Middle East and West Asia	1.0	1	3	2	Burkholderiaceae,Candidatus_Manganitrophaceae	1.0	1	3	2	Burkholderiales,Candidatus_Troglogloeales	1.0	0.5558895424965633	4.558785611684496	5
AA423	0	3	3	Asia,Europe,North America		1	1	0			1	1	0			0.28447479436600515	4.429088479335849	5
AG445	1	3	2	Africa,Latin America and Caribbean	1.0	1	1	0		0.0	1	1	0		0.0	2.0225026173586746	5.818500311272248	6
AD280	1	4	3	Asia,Europe,North America	1.0	1	2	1	Enterobacteriaceae	1.0	1	2	1	Enterobacterales	1.0	0.9579568450969549	8.26687686141296	9
AB542	0	5	5	Asia,Europe,Latin America and Caribbean,North America,Oceania		0	1	1	Staphylococcaceae		0	1	1	Bacillales		0.6928106357547733	5.534043413353507	6
AA766	0	4	4	Asia,Europe,Latin America and Caribbean,North America		0	1	1	Staphylococcaceae		0	1	1	Bacillales		0.727014314314622	4.623571607189119	5
AA839	0	2	2	Europe,North America		1	2	1	Enterococcaceae		1	2	1	Lactobacillales		0.14550726997339708	1.7780853596387676	2
AG098	0	0	0			1	0	0			1	0	0			0.0	0.0	0
AG009	0	1	1	Asia		0	1	1	Vibrionaceae		0	1	1	Vibrionales		0.11564325126862555	1.6149546225477385	2
AB155	0	2	2	Asia,Latin America and Caribbean		1	2	1	Shewanellaceae		1	2	1	Alteromonadales		1.4105798246743928	5.62758993472362	6
AE252	1	2	2	Asia,Oceania	1.0	1	2	1	Haladaptataceae	1.0	1	2	1	Halobacteriales	1.0	0.18951224723208987	2.6164313021148047	3
AC612	0	1	1	Asia		0	1	1	Vibrionaceae		0	1	1	Vibrionales		0.09950371902099892	0.9359949302915083	1
AC686	1	3	2	Latin America and Caribbean,North America	1.0	1	1	0		0.0	1	1	0		0.0	1.4457819698048444	8.542011528853353	9
AB408	0	3	3	Asia,Europe,Latin America and Caribbean		0	1	1	Moraxellaceae		0	1	1	Moraxellales		1.0371078043810131	5.692207161082427	6
AC847	0	3	3	Asia,Europe,North America		0	1	1	Borreliaceae		0	1	1	Spirochaetales		0.3057250500706495	4.6877129903241475	5
AD552	0	1	1	North America		0	1	1	Borreliaceae		0	1	1	Spirochaetales		0.021863473472331304	0.8250543569158723	1
AB093	0	1	1	North America		0	2	2	Bacteroidaceae,Borreliaceae		0	2	2	Bacteroidales,Spirochaetales		0.021863473472331304	0.8250543569158723	1
AD553	0	1	1	North America		0	1	1	Borreliaceae		0	1	1	Spirochaetales		0.02600254837461719	0.8213552361396304	1
AC784	0	1	1	North America		0	1	1	Borreliaceae		0	1	1	Spirochaetales		0.02600254837461719	0.8213552361396304	1
AA957	0	1	1	North America		0	1	1	Borreliaceae		0	1	1	Spirochaetales		0.02600254837461719	0.8213552361396304	1
AD877	0	1	1	North America		0	1	1	Borreliaceae		0	1	1	Spirochaetales		0.02600254837461719	0.8213552361396304	1
AC783	0	1	1	North America		0	1	1	Borreliaceae		0	1	1	Spirochaetales		0.02600254837461719	0.8213552361396304	1
AC828	0	4	4	Asia,Europe,North America,Oceania		0	2	2	Borreliaceae,Flavobacteriaceae		0	2	2	Flavobacteriales,Spirochaetales		0.2642096591110312	4.632385557326776	5
AC381	0	3	3	Asia,Europe,North America		0	1	1	Borreliaceae		0	2	2	Bacillales,Spirochaetales		0.2604321443999962	4.431568486023188	5
AD486	0	4	4	Asia,Europe,Latin America and Caribbean,North America		0	1	1	Enterobacteriaceae		0	1	1	Enterobacterales		0.8964595773702192	10.881545312054497	12
AA800	6	5	0			1	1	0			1	1	0			5.763664241649033	18.442430273384495	19
AA409	1	3	2	Asia,North America	1.0	1	1	0		0.0	1	1	0		0.0	0.4669418109982426	5.463461417083415	6
